customer_id,segment,churn_probability,clv_band,recommended_action,recommended_product_category,priority_score,campaign_reason
C00194798,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.86,Customer has lapsed or has not converted beyond the first order.
C00193729,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.84,Customer has lapsed or has not converted beyond the first order.
C00218660,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.83,Customer has lapsed or has not converted beyond the first order.
C00176446,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.81,Customer has lapsed or has not converted beyond the first order.
C00231029,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.79,Customer has lapsed or has not converted beyond the first order.
C00003973,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.77,Customer has lapsed or has not converted beyond the first order.
C00058994,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.77,Customer has lapsed or has not converted beyond the first order.
C00064764,Discount-driven Buyers,1.0,High,Win-back journey,Apparel,88.75,Customer has lapsed or has not converted beyond the first order.
C00170884,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.71,Customer has lapsed or has not converted beyond the first order.
C00200240,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.69,Customer has lapsed or has not converted beyond the first order.
C00092074,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.67,Customer has lapsed or has not converted beyond the first order.
C00044653,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.62,Customer has lapsed or has not converted beyond the first order.
C00204352,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.59,Customer has lapsed or has not converted beyond the first order.
C00060802,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.58,Customer has lapsed or has not converted beyond the first order.
C00029628,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.57,Customer has lapsed or has not converted beyond the first order.
C00228570,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.52,Customer has lapsed or has not converted beyond the first order.
C00105046,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.52,Customer has lapsed or has not converted beyond the first order.
C00141862,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.51,Customer has lapsed or has not converted beyond the first order.
C00199125,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.5,Customer has lapsed or has not converted beyond the first order.
C00048719,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.48,Customer has lapsed or has not converted beyond the first order.
C00247392,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.45,Customer has lapsed or has not converted beyond the first order.
C00037090,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.44,Customer has lapsed or has not converted beyond the first order.
C00209939,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.32,Customer has lapsed or has not converted beyond the first order.
C00078372,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.31,Customer has lapsed or has not converted beyond the first order.
C00003013,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.29,Customer has lapsed or has not converted beyond the first order.
C00126953,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.28,Customer has lapsed or has not converted beyond the first order.
C00205613,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.27,Customer has lapsed or has not converted beyond the first order.
C00077375,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.26,Customer has lapsed or has not converted beyond the first order.
C00150642,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.25,Customer has lapsed or has not converted beyond the first order.
C00073854,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.24,Customer has lapsed or has not converted beyond the first order.
C00006122,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.15,Customer has lapsed or has not converted beyond the first order.
C00086385,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.14,Customer has lapsed or has not converted beyond the first order.
C00022419,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.09,Customer has lapsed or has not converted beyond the first order.
C00166620,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.08,Customer has lapsed or has not converted beyond the first order.
C00064474,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.04,Customer has lapsed or has not converted beyond the first order.
C00230863,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.04,Customer has lapsed or has not converted beyond the first order.
C00127389,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.03,Customer has lapsed or has not converted beyond the first order.
C00106445,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.01,Customer has lapsed or has not converted beyond the first order.
C00065764,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,88.0,Customer has lapsed or has not converted beyond the first order.
C00156700,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.99,Customer has lapsed or has not converted beyond the first order.
C00202250,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.99,Customer has lapsed or has not converted beyond the first order.
C00143300,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.98,Customer has lapsed or has not converted beyond the first order.
C00228260,Discount-driven Buyers,1.0,High,Win-back journey,Apparel,87.96,Customer has lapsed or has not converted beyond the first order.
C00065946,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.95,Customer has lapsed or has not converted beyond the first order.
C00215629,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.94,Customer has lapsed or has not converted beyond the first order.
C00091034,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.94,Customer has lapsed or has not converted beyond the first order.
C00101678,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.92,Customer has lapsed or has not converted beyond the first order.
C00240734,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.84,Customer has lapsed or has not converted beyond the first order.
C00180083,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.83,Customer has lapsed or has not converted beyond the first order.
C00071249,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.81,Customer has lapsed or has not converted beyond the first order.
C00032869,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.78,Customer has lapsed or has not converted beyond the first order.
C00223348,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.76,Customer has lapsed or has not converted beyond the first order.
C00204469,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.75,Customer has lapsed or has not converted beyond the first order.
C00171138,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.74,Customer has lapsed or has not converted beyond the first order.
C00193431,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.74,Customer has lapsed or has not converted beyond the first order.
C00066417,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.74,Customer has lapsed or has not converted beyond the first order.
C00220840,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.74,Customer has lapsed or has not converted beyond the first order.
C00191961,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.71,Customer has lapsed or has not converted beyond the first order.
C00083637,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.7,Customer has lapsed or has not converted beyond the first order.
C00203336,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.69,Customer has lapsed or has not converted beyond the first order.
C00052135,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.68,Customer has lapsed or has not converted beyond the first order.
C00215360,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.67,Customer has lapsed or has not converted beyond the first order.
C00044938,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.58,Customer has lapsed or has not converted beyond the first order.
C00220619,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.56,Customer has lapsed or has not converted beyond the first order.
C00203436,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.55,Customer has lapsed or has not converted beyond the first order.
C00007067,Discount-driven Buyers,1.0,High,Win-back journey,Apparel,87.54,Customer has lapsed or has not converted beyond the first order.
C00229018,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.53,Customer has lapsed or has not converted beyond the first order.
C00047823,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.51,Customer has lapsed or has not converted beyond the first order.
C00025884,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.51,Customer has lapsed or has not converted beyond the first order.
C00159645,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.5,Customer has lapsed or has not converted beyond the first order.
C00199511,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.46,Customer has lapsed or has not converted beyond the first order.
C00117686,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.46,Customer has lapsed or has not converted beyond the first order.
C00221798,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.45,Customer has lapsed or has not converted beyond the first order.
C00236422,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.44,Customer has lapsed or has not converted beyond the first order.
C00037577,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.4,Customer has lapsed or has not converted beyond the first order.
C00124141,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.4,Customer has lapsed or has not converted beyond the first order.
C00097435,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.37,Customer has lapsed or has not converted beyond the first order.
C00077139,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.33,Customer has lapsed or has not converted beyond the first order.
C00244367,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.32,Customer has lapsed or has not converted beyond the first order.
C00199025,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.31,Customer has lapsed or has not converted beyond the first order.
C00223882,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.29,Customer has lapsed or has not converted beyond the first order.
C00024539,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.27,Customer has lapsed or has not converted beyond the first order.
C00056045,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.26,Customer has lapsed or has not converted beyond the first order.
C00057653,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.26,Customer has lapsed or has not converted beyond the first order.
C00203635,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.25,Customer has lapsed or has not converted beyond the first order.
C00117953,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.24,Customer has lapsed or has not converted beyond the first order.
C00017193,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.22,Customer has lapsed or has not converted beyond the first order.
C00205105,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.21,Customer has lapsed or has not converted beyond the first order.
C00116302,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.21,Customer has lapsed or has not converted beyond the first order.
C00017701,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.2,Customer has lapsed or has not converted beyond the first order.
C00023277,Discount-driven Buyers,1.0,High,Win-back journey,Apparel,87.19,Customer has lapsed or has not converted beyond the first order.
C00227903,Discount-driven Buyers,1.0,High,Win-back journey,Apparel,87.13,Customer has lapsed or has not converted beyond the first order.
C00003539,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.11,Customer has lapsed or has not converted beyond the first order.
C00055171,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.11,Customer has lapsed or has not converted beyond the first order.
C00163502,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.1,Customer has lapsed or has not converted beyond the first order.
C00005243,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.1,Customer has lapsed or has not converted beyond the first order.
C00083979,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.09,Customer has lapsed or has not converted beyond the first order.
C00173509,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.09,Customer has lapsed or has not converted beyond the first order.
C00106049,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.09,Customer has lapsed or has not converted beyond the first order.
C00077230,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.06,Customer has lapsed or has not converted beyond the first order.
C00082700,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.05,Customer has lapsed or has not converted beyond the first order.
C00236414,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.03,Customer has lapsed or has not converted beyond the first order.
C00065947,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.03,Customer has lapsed or has not converted beyond the first order.
C00043513,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.03,Customer has lapsed or has not converted beyond the first order.
C00082526,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.03,Customer has lapsed or has not converted beyond the first order.
C00079571,Discount-driven Buyers,1.0,High,Win-back journey,Beauty,87.02,Customer has lapsed or has not converted beyond the first order.
C00140332,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,87.02,Customer has lapsed or has not converted beyond the first order.
C00216239,High Value Loyal Customers 2,1.0,High,Win-back journey,Beauty,87.01,Customer has lapsed or has not converted beyond the first order.
C00071890,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,87.01,Customer has lapsed or has not converted beyond the first order.
C00027443,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.92,Customer has lapsed or has not converted beyond the first order.
C00107002,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.87,Customer has lapsed or has not converted beyond the first order.
C00103273,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.86,Customer has lapsed or has not converted beyond the first order.
C00146181,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.86,Customer has lapsed or has not converted beyond the first order.
C00139761,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.86,Customer has lapsed or has not converted beyond the first order.
C00052397,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.84,Customer has lapsed or has not converted beyond the first order.
C00048382,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.83,Customer has lapsed or has not converted beyond the first order.
C00159687,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.83,Customer has lapsed or has not converted beyond the first order.
C00068431,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.83,Customer has lapsed or has not converted beyond the first order.
C00225577,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.82,Customer has lapsed or has not converted beyond the first order.
C00039727,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.82,Customer has lapsed or has not converted beyond the first order.
C00130153,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.8,Customer has lapsed or has not converted beyond the first order.
C00069792,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.8,Customer has lapsed or has not converted beyond the first order.
C00005797,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.8,Customer has lapsed or has not converted beyond the first order.
C00080028,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.79,Customer has lapsed or has not converted beyond the first order.
C00087030,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.79,Customer has lapsed or has not converted beyond the first order.
C00164261,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.78,Customer has lapsed or has not converted beyond the first order.
C00180826,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.78,Customer has lapsed or has not converted beyond the first order.
C00026475,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.77,Customer has lapsed or has not converted beyond the first order.
C00077575,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.76,Customer has lapsed or has not converted beyond the first order.
C00191403,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.76,Customer has lapsed or has not converted beyond the first order.
C00224366,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.75,Customer has lapsed or has not converted beyond the first order.
C00014259,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.74,Customer has lapsed or has not converted beyond the first order.
C00048077,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.74,Customer has lapsed or has not converted beyond the first order.
C00075981,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.73,Customer has lapsed or has not converted beyond the first order.
C00164245,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.73,Customer has lapsed or has not converted beyond the first order.
C00040867,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.72,Customer has lapsed or has not converted beyond the first order.
C00221744,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.71,Customer has lapsed or has not converted beyond the first order.
C00056074,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.71,Customer has lapsed or has not converted beyond the first order.
C00113777,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.71,Customer has lapsed or has not converted beyond the first order.
C00100859,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.7,Customer has lapsed or has not converted beyond the first order.
C00213635,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.69,Customer has lapsed or has not converted beyond the first order.
C00000599,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.69,Customer has lapsed or has not converted beyond the first order.
C00060275,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.68,Customer has lapsed or has not converted beyond the first order.
C00112213,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.67,Customer has lapsed or has not converted beyond the first order.
C00198158,Discount-driven Buyers,1.0,Mid,Win-back journey,Apparel,86.67,Customer has lapsed or has not converted beyond the first order.
C00101812,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.67,Customer has lapsed or has not converted beyond the first order.
C00074963,One-time Buyers,1.0,Mid,Win-back journey,Beauty,86.66,Customer has lapsed or has not converted beyond the first order.
C00037380,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.64,Customer has lapsed or has not converted beyond the first order.
C00068257,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.64,Customer has lapsed or has not converted beyond the first order.
C00088295,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.62,Customer has lapsed or has not converted beyond the first order.
C00018919,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.6,Customer has lapsed or has not converted beyond the first order.
C00108503,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.6,Customer has lapsed or has not converted beyond the first order.
C00214315,Discount-driven Buyers,1.0,Mid,Win-back journey,Apparel,86.6,Customer has lapsed or has not converted beyond the first order.
C00148443,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.6,Customer has lapsed or has not converted beyond the first order.
C00067974,One-time Buyers,1.0,Mid,Win-back journey,Beauty,86.6,Customer has lapsed or has not converted beyond the first order.
C00242601,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.58,Customer has lapsed or has not converted beyond the first order.
C00040944,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.57,Customer has lapsed or has not converted beyond the first order.
C00053608,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.56,Customer has lapsed or has not converted beyond the first order.
C00011201,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.56,Customer has lapsed or has not converted beyond the first order.
C00159718,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.54,Customer has lapsed or has not converted beyond the first order.
C00249928,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.53,Customer has lapsed or has not converted beyond the first order.
C00009628,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.49,Customer has lapsed or has not converted beyond the first order.
C00023452,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.49,Customer has lapsed or has not converted beyond the first order.
C00206006,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.48,Customer has lapsed or has not converted beyond the first order.
C00213517,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.47,Customer has lapsed or has not converted beyond the first order.
C00160726,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.46,Customer has lapsed or has not converted beyond the first order.
C00211232,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.46,Customer has lapsed or has not converted beyond the first order.
C00051399,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.45,Customer has lapsed or has not converted beyond the first order.
C00145895,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.45,Customer has lapsed or has not converted beyond the first order.
C00065577,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.45,Customer has lapsed or has not converted beyond the first order.
C00076028,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.45,Customer has lapsed or has not converted beyond the first order.
C00215801,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.45,Customer has lapsed or has not converted beyond the first order.
C00157134,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.44,Customer has lapsed or has not converted beyond the first order.
C00048830,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.44,Customer has lapsed or has not converted beyond the first order.
C00168635,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.42,Customer has lapsed or has not converted beyond the first order.
C00018333,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.41,Customer has lapsed or has not converted beyond the first order.
C00194296,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.41,Customer has lapsed or has not converted beyond the first order.
C00024612,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.4,Customer has lapsed or has not converted beyond the first order.
C00091615,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.39,Customer has lapsed or has not converted beyond the first order.
C00004392,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.38,Customer has lapsed or has not converted beyond the first order.
C00115691,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.35,Customer has lapsed or has not converted beyond the first order.
C00158816,Discount-driven Buyers,1.0,Mid,Win-back journey,Beauty,86.35,Customer has lapsed or has not converted beyond the first order.
