customer_id,segment,churn_probability,clv_band,recommended_action,recommended_product_category,priority_score,campaign_reason
C00105046,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.52,High-value customer is not yet in the highest loyalty tier.
C00141862,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.51,High-value customer is not yet in the highest loyalty tier.
C00199125,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.5,High-value customer is not yet in the highest loyalty tier.
C00048719,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.48,High-value customer is not yet in the highest loyalty tier.
C00247392,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.45,High-value customer is not yet in the highest loyalty tier.
C00037090,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.44,High-value customer is not yet in the highest loyalty tier.
C00209939,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.32,High-value customer is not yet in the highest loyalty tier.
C00078372,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.31,High-value customer is not yet in the highest loyalty tier.
C00003013,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.29,High-value customer is not yet in the highest loyalty tier.
C00126953,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.28,High-value customer is not yet in the highest loyalty tier.
C00205613,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.27,High-value customer is not yet in the highest loyalty tier.
C00077375,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.26,High-value customer is not yet in the highest loyalty tier.
C00150642,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.25,High-value customer is not yet in the highest loyalty tier.
C00073854,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.24,High-value customer is not yet in the highest loyalty tier.
C00006122,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.15,High-value customer is not yet in the highest loyalty tier.
C00086385,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.14,High-value customer is not yet in the highest loyalty tier.
C00022419,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.09,High-value customer is not yet in the highest loyalty tier.
C00166620,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.08,High-value customer is not yet in the highest loyalty tier.
C00230863,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.04,High-value customer is not yet in the highest loyalty tier.
C00064474,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.04,High-value customer is not yet in the highest loyalty tier.
C00127389,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.03,High-value customer is not yet in the highest loyalty tier.
C00106445,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.01,High-value customer is not yet in the highest loyalty tier.
C00065764,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,88.0,High-value customer is not yet in the highest loyalty tier.
C00202250,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.99,High-value customer is not yet in the highest loyalty tier.
C00156700,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.99,High-value customer is not yet in the highest loyalty tier.
C00143300,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.98,High-value customer is not yet in the highest loyalty tier.
C00228260,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Apparel,87.96,High-value customer is not yet in the highest loyalty tier.
C00065946,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.95,High-value customer is not yet in the highest loyalty tier.
C00091034,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.94,High-value customer is not yet in the highest loyalty tier.
C00215629,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.94,High-value customer is not yet in the highest loyalty tier.
C00101678,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.92,High-value customer is not yet in the highest loyalty tier.
C00240734,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.84,High-value customer is not yet in the highest loyalty tier.
C00180083,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.83,High-value customer is not yet in the highest loyalty tier.
C00071249,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.81,High-value customer is not yet in the highest loyalty tier.
C00032869,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.78,High-value customer is not yet in the highest loyalty tier.
C00223348,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.76,High-value customer is not yet in the highest loyalty tier.
C00204469,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.75,High-value customer is not yet in the highest loyalty tier.
C00220840,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.74,High-value customer is not yet in the highest loyalty tier.
C00171138,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.74,High-value customer is not yet in the highest loyalty tier.
C00066417,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.74,High-value customer is not yet in the highest loyalty tier.
C00193431,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.74,High-value customer is not yet in the highest loyalty tier.
C00191961,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.71,High-value customer is not yet in the highest loyalty tier.
C00083637,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.7,High-value customer is not yet in the highest loyalty tier.
C00203336,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.69,High-value customer is not yet in the highest loyalty tier.
C00052135,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.68,High-value customer is not yet in the highest loyalty tier.
C00215360,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.67,High-value customer is not yet in the highest loyalty tier.
C00044938,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.58,High-value customer is not yet in the highest loyalty tier.
C00220619,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.56,High-value customer is not yet in the highest loyalty tier.
C00203436,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.55,High-value customer is not yet in the highest loyalty tier.
C00007067,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Apparel,87.54,High-value customer is not yet in the highest loyalty tier.
C00229018,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.53,High-value customer is not yet in the highest loyalty tier.
C00047823,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.51,High-value customer is not yet in the highest loyalty tier.
C00025884,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.51,High-value customer is not yet in the highest loyalty tier.
C00159645,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.5,High-value customer is not yet in the highest loyalty tier.
C00199511,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.46,High-value customer is not yet in the highest loyalty tier.
C00117686,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.46,High-value customer is not yet in the highest loyalty tier.
C00221798,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.45,High-value customer is not yet in the highest loyalty tier.
C00236422,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.44,High-value customer is not yet in the highest loyalty tier.
C00037577,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.4,High-value customer is not yet in the highest loyalty tier.
C00124141,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.4,High-value customer is not yet in the highest loyalty tier.
C00097435,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.37,High-value customer is not yet in the highest loyalty tier.
C00077139,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.33,High-value customer is not yet in the highest loyalty tier.
C00244367,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.32,High-value customer is not yet in the highest loyalty tier.
C00199025,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.31,High-value customer is not yet in the highest loyalty tier.
C00223882,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.29,High-value customer is not yet in the highest loyalty tier.
C00024539,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.27,High-value customer is not yet in the highest loyalty tier.
C00056045,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.26,High-value customer is not yet in the highest loyalty tier.
C00057653,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.26,High-value customer is not yet in the highest loyalty tier.
C00203635,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.25,High-value customer is not yet in the highest loyalty tier.
C00117953,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.24,High-value customer is not yet in the highest loyalty tier.
C00017193,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.22,High-value customer is not yet in the highest loyalty tier.
C00116302,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.21,High-value customer is not yet in the highest loyalty tier.
C00205105,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.21,High-value customer is not yet in the highest loyalty tier.
C00017701,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.2,High-value customer is not yet in the highest loyalty tier.
C00023277,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Apparel,87.19,High-value customer is not yet in the highest loyalty tier.
C00227903,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Apparel,87.13,High-value customer is not yet in the highest loyalty tier.
C00003539,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.11,High-value customer is not yet in the highest loyalty tier.
C00055171,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.11,High-value customer is not yet in the highest loyalty tier.
C00163502,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.1,High-value customer is not yet in the highest loyalty tier.
C00005243,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.1,High-value customer is not yet in the highest loyalty tier.
C00173509,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.09,High-value customer is not yet in the highest loyalty tier.
C00083979,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.09,High-value customer is not yet in the highest loyalty tier.
C00106049,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.09,High-value customer is not yet in the highest loyalty tier.
C00077230,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.06,High-value customer is not yet in the highest loyalty tier.
C00082700,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.05,High-value customer is not yet in the highest loyalty tier.
C00082526,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.03,High-value customer is not yet in the highest loyalty tier.
C00065947,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.03,High-value customer is not yet in the highest loyalty tier.
C00236414,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.03,High-value customer is not yet in the highest loyalty tier.
C00043513,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.03,High-value customer is not yet in the highest loyalty tier.
C00079571,Discount-driven Buyers,1.0,High,Loyalty upgrade offer,Beauty,87.02,High-value customer is not yet in the highest loyalty tier.
C00140332,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,87.02,High-value customer is not yet in the highest loyalty tier.
C00216239,High Value Loyal Customers 2,1.0,High,Loyalty upgrade offer,Beauty,87.01,High-value customer is not yet in the highest loyalty tier.
C00071890,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,87.01,High-value customer is not yet in the highest loyalty tier.
C00027443,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.92,High-value customer is not yet in the highest loyalty tier.
C00107002,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.87,High-value customer is not yet in the highest loyalty tier.
C00139761,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.86,High-value customer is not yet in the highest loyalty tier.
C00103273,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.86,High-value customer is not yet in the highest loyalty tier.
C00146181,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.86,High-value customer is not yet in the highest loyalty tier.
C00052397,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.84,High-value customer is not yet in the highest loyalty tier.
C00048382,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.83,High-value customer is not yet in the highest loyalty tier.
C00068431,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.83,High-value customer is not yet in the highest loyalty tier.
C00159687,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.83,High-value customer is not yet in the highest loyalty tier.
C00039727,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.82,High-value customer is not yet in the highest loyalty tier.
C00225577,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.82,High-value customer is not yet in the highest loyalty tier.
C00005797,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.8,High-value customer is not yet in the highest loyalty tier.
C00069792,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.8,High-value customer is not yet in the highest loyalty tier.
C00130153,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.8,High-value customer is not yet in the highest loyalty tier.
C00087030,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.79,High-value customer is not yet in the highest loyalty tier.
C00080028,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.79,High-value customer is not yet in the highest loyalty tier.
C00180826,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.78,High-value customer is not yet in the highest loyalty tier.
C00164261,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.78,High-value customer is not yet in the highest loyalty tier.
C00026475,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.77,High-value customer is not yet in the highest loyalty tier.
C00077575,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.76,High-value customer is not yet in the highest loyalty tier.
C00191403,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.76,High-value customer is not yet in the highest loyalty tier.
C00224366,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.75,High-value customer is not yet in the highest loyalty tier.
C00048077,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.74,High-value customer is not yet in the highest loyalty tier.
C00014259,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.74,High-value customer is not yet in the highest loyalty tier.
C00164245,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.73,High-value customer is not yet in the highest loyalty tier.
C00075981,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.73,High-value customer is not yet in the highest loyalty tier.
C00040867,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.72,High-value customer is not yet in the highest loyalty tier.
C00113777,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.71,High-value customer is not yet in the highest loyalty tier.
C00221744,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.71,High-value customer is not yet in the highest loyalty tier.
C00056074,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.71,High-value customer is not yet in the highest loyalty tier.
C00100859,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.7,High-value customer is not yet in the highest loyalty tier.
C00213635,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.69,High-value customer is not yet in the highest loyalty tier.
C00000599,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.69,High-value customer is not yet in the highest loyalty tier.
C00060275,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.68,High-value customer is not yet in the highest loyalty tier.
C00101812,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.67,High-value customer is not yet in the highest loyalty tier.
C00112213,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.67,High-value customer is not yet in the highest loyalty tier.
C00198158,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Apparel,86.67,High-value customer is not yet in the highest loyalty tier.
C00074963,One-time Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.66,High-value customer is not yet in the highest loyalty tier.
C00037380,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.64,High-value customer is not yet in the highest loyalty tier.
C00068257,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.64,High-value customer is not yet in the highest loyalty tier.
C00088295,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.62,High-value customer is not yet in the highest loyalty tier.
C00018919,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.6,High-value customer is not yet in the highest loyalty tier.
C00067974,One-time Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.6,High-value customer is not yet in the highest loyalty tier.
C00148443,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.6,High-value customer is not yet in the highest loyalty tier.
C00214315,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Apparel,86.6,High-value customer is not yet in the highest loyalty tier.
C00108503,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.6,High-value customer is not yet in the highest loyalty tier.
C00242601,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.58,High-value customer is not yet in the highest loyalty tier.
C00040944,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.57,High-value customer is not yet in the highest loyalty tier.
C00011201,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.56,High-value customer is not yet in the highest loyalty tier.
C00053608,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.56,High-value customer is not yet in the highest loyalty tier.
C00159718,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.54,High-value customer is not yet in the highest loyalty tier.
C00249928,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.53,High-value customer is not yet in the highest loyalty tier.
C00009628,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.49,High-value customer is not yet in the highest loyalty tier.
C00023452,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.49,High-value customer is not yet in the highest loyalty tier.
C00206006,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.48,High-value customer is not yet in the highest loyalty tier.
C00213517,Discount-driven Buyers,1.0,Mid,Loyalty upgrade offer,Beauty,86.47,High-value customer is not yet in the highest loyalty tier.
