customer_id,segment,churn_probability,clv_band,recommended_action,recommended_product_category,priority_score,campaign_reason
C00063266,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,73.93,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00083933,Discount-driven Buyers,0.9999999999999972,Mid,Margin-controlled promotion,Beauty,73.73,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00162314,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,73.66,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00036054,Discount-driven Buyers,0.9999999974948128,Mid,Margin-controlled promotion,Beauty,73.65,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00098405,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,73.58,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00013722,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,73.54,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00052084,One-time Buyers,1.0,Low,Margin-controlled promotion,Apparel,73.51,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00129622,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,73.48,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00013944,Discount-driven Buyers,0.9999999357827876,Mid,Margin-controlled promotion,Beauty,73.44,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00225291,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,73.4,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00063824,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,73.26,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00093519,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,73.25,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00006737,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,73.07,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00121318,Discount-driven Buyers,0.2658874014542328,Elite,Margin-controlled promotion,Beauty,73.06,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00145320,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.94,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00053432,Discount-driven Buyers,0.9998330726803903,Mid,Margin-controlled promotion,Apparel,72.8,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00131531,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.62,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00097092,Discount-driven Buyers,0.999957144037672,Mid,Margin-controlled promotion,Beauty,72.46,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00050986,Discount-driven Buyers,0.9999999130157567,Mid,Margin-controlled promotion,Beauty,72.41,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00018653,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.33,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00244715,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.24,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00098521,Discount-driven Buyers,0.9999999934309028,Mid,Margin-controlled promotion,Beauty,72.14,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00018861,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.14,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00060379,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.12,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00225298,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.09,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00127655,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,72.05,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00080769,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,72.02,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00178532,Discount-driven Buyers,0.9935354497465302,Mid,Margin-controlled promotion,Beauty,71.98,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00140006,Discount-driven Buyers,0.9999999995717292,Mid,Margin-controlled promotion,Beauty,71.91,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00212369,Discount-driven Buyers,0.9929702809603016,Mid,Margin-controlled promotion,Beauty,71.71,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00224867,Discount-driven Buyers,0.9999999999999908,Mid,Margin-controlled promotion,Beauty,71.66,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00232508,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,71.64,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00173820,Discount-driven Buyers,0.9999999997395126,Mid,Margin-controlled promotion,Beauty,71.58,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00057520,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,71.57,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00102181,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,71.52,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00124316,Discount-driven Buyers,0.9999999982251284,Mid,Margin-controlled promotion,Apparel,71.51,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00242605,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,71.42,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00224296,Discount-driven Buyers,0.9999999999689076,Mid,Margin-controlled promotion,Beauty,71.41,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00197854,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,71.29,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00129449,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,71.14,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00059638,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,71.14,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00089460,Discount-driven Buyers,0.9999999999875429,Mid,Margin-controlled promotion,Beauty,71.07,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00195904,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,71.01,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00093300,Discount-driven Buyers,0.9999999996674414,Mid,Margin-controlled promotion,Beauty,71.01,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00001492,Discount-driven Buyers,0.9999999997581588,Mid,Margin-controlled promotion,Beauty,70.92,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00160517,Discount-driven Buyers,0.9999997312104626,Mid,Margin-controlled promotion,Beauty,70.88,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00082631,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.82,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00101441,Discount-driven Buyers,0.9999999975261182,Mid,Margin-controlled promotion,Beauty,70.75,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00235548,Discount-driven Buyers,0.999999999953687,Mid,Margin-controlled promotion,Beauty,70.61,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00214223,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,70.6,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00029254,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.51,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00068823,Discount-driven Buyers,0.9999999269186012,Mid,Margin-controlled promotion,Beauty,70.51,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00016936,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.37,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00232386,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.33,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00011526,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.29,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00020365,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.27,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00039843,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.26,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00224381,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.26,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00102247,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.23,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00177753,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.12,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00119104,Discount-driven Buyers,0.96672799804167,Mid,Margin-controlled promotion,Beauty,70.09,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00146737,Discount-driven Buyers,0.9999999990603958,Mid,Margin-controlled promotion,Beauty,70.08,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00234792,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,70.01,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00245394,Discount-driven Buyers,0.999999961134234,Mid,Margin-controlled promotion,Beauty,70.0,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00149465,Discount-driven Buyers,0.9999989995499716,Mid,Margin-controlled promotion,Beauty,70.0,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00148204,Discount-driven Buyers,0.9999999999999992,Mid,Margin-controlled promotion,Beauty,69.92,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00111644,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.9,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00030789,Discount-driven Buyers,0.9999885361712512,Mid,Margin-controlled promotion,Beauty,69.89,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00207238,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.88,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00159789,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.87,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00106434,Discount-driven Buyers,0.9999999999517256,Mid,Margin-controlled promotion,Beauty,69.87,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00176043,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,69.76,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00012013,Discount-driven Buyers,0.9997146391810652,Mid,Margin-controlled promotion,Beauty,69.66,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00114841,Discount-driven Buyers,0.9999999999999984,Mid,Margin-controlled promotion,Beauty,69.58,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00175991,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.52,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00205282,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.5,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00072672,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.5,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00092010,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.32,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00175482,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.3,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00055744,Discount-driven Buyers,0.9876539806453922,Mid,Margin-controlled promotion,Beauty,69.17,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00137152,Discount-driven Buyers,0.9999999970541058,Mid,Margin-controlled promotion,Beauty,69.16,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00112583,Discount-driven Buyers,0.9999999999999944,Mid,Margin-controlled promotion,Beauty,69.11,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00064412,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,69.06,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00221527,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,69.05,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00033822,Discount-driven Buyers,0.9999990926100368,Mid,Margin-controlled promotion,Beauty,68.99,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00236366,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.85,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00213237,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.8,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00011870,Discount-driven Buyers,0.9999999105457618,Mid,Margin-controlled promotion,Beauty,68.8,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00222722,Discount-driven Buyers,0.9999999999999136,Mid,Margin-controlled promotion,Beauty,68.78,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00033545,Discount-driven Buyers,0.9999999855288242,Mid,Margin-controlled promotion,Beauty,68.74,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00183475,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.73,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00026625,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.72,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00154972,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,68.72,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00039078,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.69,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00213465,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.69,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00197165,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.68,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00178252,Discount-driven Buyers,0.99998918806236,Mid,Margin-controlled promotion,Beauty,68.65,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00136812,Discount-driven Buyers,0.9321238413929088,Mid,Margin-controlled promotion,Beauty,68.63,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00172276,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.62,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00025384,Discount-driven Buyers,0.9999999961944852,Mid,Margin-controlled promotion,Beauty,68.59,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00190523,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,68.58,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00075510,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.58,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00203797,Discount-driven Buyers,0.9999999999998972,Mid,Margin-controlled promotion,Beauty,68.57,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00237339,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.49,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00182252,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.44,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00035990,Discount-driven Buyers,0.9999999998578626,Mid,Margin-controlled promotion,Beauty,68.39,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00100987,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.37,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00076957,Discount-driven Buyers,0.9997996505037434,Mid,Margin-controlled promotion,Beauty,68.36,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00222291,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.35,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00070604,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.23,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00009522,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.16,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00023428,Discount-driven Buyers,0.999999998801412,Mid,Margin-controlled promotion,Beauty,68.13,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00149209,One-time Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.04,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00210966,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,68.03,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00228422,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.96,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00177406,Discount-driven Buyers,0.999999999956759,Mid,Margin-controlled promotion,Beauty,67.96,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00231937,Discount-driven Buyers,0.9999999994621612,Mid,Margin-controlled promotion,Beauty,67.94,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00234434,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.92,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00104554,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.89,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00238316,Discount-driven Buyers,0.9992647535795732,Mid,Margin-controlled promotion,Beauty,67.85,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00043025,Discount-driven Buyers,0.999999999835448,Mid,Margin-controlled promotion,Beauty,67.85,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00224656,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.77,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00018052,Discount-driven Buyers,0.9999976385156286,Mid,Margin-controlled promotion,Beauty,67.77,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00048695,Discount-driven Buyers,0.999999999755372,Mid,Margin-controlled promotion,Beauty,67.75,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00204545,Discount-driven Buyers,0.9999901223485598,Mid,Margin-controlled promotion,Beauty,67.75,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00230313,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.7,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00089170,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.67,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00083219,Discount-driven Buyers,0.9999999027047114,Mid,Margin-controlled promotion,Beauty,67.62,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00032388,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.61,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00032292,Discount-driven Buyers,0.9999999984645364,Mid,Margin-controlled promotion,Beauty,67.61,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00017666,Discount-driven Buyers,0.999822364727895,Mid,Margin-controlled promotion,Beauty,67.59,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00142461,Discount-driven Buyers,0.9999999947118638,Mid,Margin-controlled promotion,Beauty,67.58,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00149539,Discount-driven Buyers,0.9983236027784644,Mid,Margin-controlled promotion,Beauty,67.56,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00218726,Discount-driven Buyers,0.9999999985898383,Mid,Margin-controlled promotion,Beauty,67.49,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00097220,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.47,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00133989,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.41,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00092680,One-time Buyers,1.0,Low,Margin-controlled promotion,Apparel,67.4,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00059205,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,67.39,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00005694,Discount-driven Buyers,0.9999999999966735,Mid,Margin-controlled promotion,Beauty,67.25,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00174274,Discount-driven Buyers,0.9999999992770368,Mid,Margin-controlled promotion,Beauty,67.24,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00073098,Discount-driven Buyers,0.9999999999999996,Low,Margin-controlled promotion,Apparel,67.19,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00190461,Discount-driven Buyers,0.9999953108528624,Mid,Margin-controlled promotion,Beauty,67.14,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00128313,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,67.14,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00003592,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,66.99,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00127243,Discount-driven Buyers,0.9999999999999998,Low,Margin-controlled promotion,Beauty,66.97,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00163663,One-time Buyers,1.0,Low,Margin-controlled promotion,Apparel,66.94,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00040046,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,66.75,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00150847,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Beauty,66.71,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00092885,Discount-driven Buyers,0.9864997476042556,Mid,Margin-controlled promotion,Beauty,66.68,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00100399,Discount-driven Buyers,1.0,Low,Margin-controlled promotion,Apparel,66.66,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00144560,Discount-driven Buyers,0.925448820871379,Mid,Margin-controlled promotion,Beauty,66.61,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00225667,Discount-driven Buyers,0.9999974610864616,Mid,Margin-controlled promotion,Beauty,66.56,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00200622,Discount-driven Buyers,0.9999040137318764,Mid,Margin-controlled promotion,Beauty,66.54,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00235771,Discount-driven Buyers,0.9999999975531292,Mid,Margin-controlled promotion,Beauty,66.53,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00010079,Discount-driven Buyers,0.9113950778647806,Mid,Margin-controlled promotion,Beauty,66.53,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
C00062385,Discount-driven Buyers,0.9999999987135696,Mid,Margin-controlled promotion,Beauty,66.51,Customer shows high discount dependency and should receive controlled offers rather than blanket discounts.
