customer_id,segment,churn_probability,clv_band,recommended_action,recommended_product_category,priority_score,campaign_reason
C00126953,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.28,High churn probability with measurable profit or CLV at risk.
C00205613,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.27,High churn probability with measurable profit or CLV at risk.
C00077375,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.26,High churn probability with measurable profit or CLV at risk.
C00150642,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.25,High churn probability with measurable profit or CLV at risk.
C00073854,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.24,High churn probability with measurable profit or CLV at risk.
C00006122,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.15,High churn probability with measurable profit or CLV at risk.
C00086385,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.14,High churn probability with measurable profit or CLV at risk.
C00022419,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.09,High churn probability with measurable profit or CLV at risk.
C00166620,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.08,High churn probability with measurable profit or CLV at risk.
C00230863,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.04,High churn probability with measurable profit or CLV at risk.
C00064474,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.04,High churn probability with measurable profit or CLV at risk.
C00127389,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.03,High churn probability with measurable profit or CLV at risk.
C00106445,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.01,High churn probability with measurable profit or CLV at risk.
C00065764,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,88.0,High churn probability with measurable profit or CLV at risk.
C00156700,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.99,High churn probability with measurable profit or CLV at risk.
C00202250,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.99,High churn probability with measurable profit or CLV at risk.
C00143300,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.98,High churn probability with measurable profit or CLV at risk.
C00228260,Discount-driven Buyers,1.0,High,Retention save journey,Apparel,87.96,High churn probability with measurable profit or CLV at risk.
C00065946,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.95,High churn probability with measurable profit or CLV at risk.
C00215629,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.94,High churn probability with measurable profit or CLV at risk.
C00091034,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.94,High churn probability with measurable profit or CLV at risk.
C00101678,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.92,High churn probability with measurable profit or CLV at risk.
C00240734,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.84,High churn probability with measurable profit or CLV at risk.
C00180083,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.83,High churn probability with measurable profit or CLV at risk.
C00071249,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.81,High churn probability with measurable profit or CLV at risk.
C00032869,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.78,High churn probability with measurable profit or CLV at risk.
C00223348,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.76,High churn probability with measurable profit or CLV at risk.
C00204469,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.75,High churn probability with measurable profit or CLV at risk.
C00193431,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.74,High churn probability with measurable profit or CLV at risk.
C00066417,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.74,High churn probability with measurable profit or CLV at risk.
C00220840,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.74,High churn probability with measurable profit or CLV at risk.
C00171138,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.74,High churn probability with measurable profit or CLV at risk.
C00191961,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.71,High churn probability with measurable profit or CLV at risk.
C00083637,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.7,High churn probability with measurable profit or CLV at risk.
C00203336,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.69,High churn probability with measurable profit or CLV at risk.
C00052135,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.68,High churn probability with measurable profit or CLV at risk.
C00215360,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.67,High churn probability with measurable profit or CLV at risk.
C00044938,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.58,High churn probability with measurable profit or CLV at risk.
C00220619,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.56,High churn probability with measurable profit or CLV at risk.
C00203436,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.55,High churn probability with measurable profit or CLV at risk.
C00007067,Discount-driven Buyers,1.0,High,Retention save journey,Apparel,87.54,High churn probability with measurable profit or CLV at risk.
C00229018,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.53,High churn probability with measurable profit or CLV at risk.
C00047823,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.51,High churn probability with measurable profit or CLV at risk.
C00025884,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.51,High churn probability with measurable profit or CLV at risk.
C00159645,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.5,High churn probability with measurable profit or CLV at risk.
C00199511,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.46,High churn probability with measurable profit or CLV at risk.
C00117686,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.46,High churn probability with measurable profit or CLV at risk.
C00221798,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.45,High churn probability with measurable profit or CLV at risk.
C00236422,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.44,High churn probability with measurable profit or CLV at risk.
C00037577,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.4,High churn probability with measurable profit or CLV at risk.
C00124141,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.4,High churn probability with measurable profit or CLV at risk.
C00097435,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.37,High churn probability with measurable profit or CLV at risk.
C00077139,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.33,High churn probability with measurable profit or CLV at risk.
C00244367,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.32,High churn probability with measurable profit or CLV at risk.
C00199025,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.31,High churn probability with measurable profit or CLV at risk.
C00223882,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.29,High churn probability with measurable profit or CLV at risk.
C00024539,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.27,High churn probability with measurable profit or CLV at risk.
C00056045,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.26,High churn probability with measurable profit or CLV at risk.
C00057653,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.26,High churn probability with measurable profit or CLV at risk.
C00203635,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.25,High churn probability with measurable profit or CLV at risk.
C00117953,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.24,High churn probability with measurable profit or CLV at risk.
C00017193,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.22,High churn probability with measurable profit or CLV at risk.
C00116302,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.21,High churn probability with measurable profit or CLV at risk.
C00205105,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.21,High churn probability with measurable profit or CLV at risk.
C00017701,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.2,High churn probability with measurable profit or CLV at risk.
C00023277,Discount-driven Buyers,1.0,High,Retention save journey,Apparel,87.19,High churn probability with measurable profit or CLV at risk.
C00227903,Discount-driven Buyers,1.0,High,Retention save journey,Apparel,87.13,High churn probability with measurable profit or CLV at risk.
C00003539,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.11,High churn probability with measurable profit or CLV at risk.
C00055171,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.11,High churn probability with measurable profit or CLV at risk.
C00005243,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.1,High churn probability with measurable profit or CLV at risk.
C00163502,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.1,High churn probability with measurable profit or CLV at risk.
C00083979,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.09,High churn probability with measurable profit or CLV at risk.
C00173509,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.09,High churn probability with measurable profit or CLV at risk.
C00106049,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.09,High churn probability with measurable profit or CLV at risk.
C00077230,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.06,High churn probability with measurable profit or CLV at risk.
C00082700,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.05,High churn probability with measurable profit or CLV at risk.
C00065947,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.03,High churn probability with measurable profit or CLV at risk.
C00082526,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.03,High churn probability with measurable profit or CLV at risk.
C00236414,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.03,High churn probability with measurable profit or CLV at risk.
C00043513,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.03,High churn probability with measurable profit or CLV at risk.
C00140332,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,87.02,High churn probability with measurable profit or CLV at risk.
C00079571,Discount-driven Buyers,1.0,High,Retention save journey,Beauty,87.02,High churn probability with measurable profit or CLV at risk.
C00216239,High Value Loyal Customers 2,1.0,High,Retention save journey,Beauty,87.01,High churn probability with measurable profit or CLV at risk.
C00071890,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,87.01,High churn probability with measurable profit or CLV at risk.
C00027443,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.92,High churn probability with measurable profit or CLV at risk.
C00107002,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.87,High churn probability with measurable profit or CLV at risk.
C00139761,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.86,High churn probability with measurable profit or CLV at risk.
C00146181,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.86,High churn probability with measurable profit or CLV at risk.
C00103273,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.86,High churn probability with measurable profit or CLV at risk.
C00052397,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.84,High churn probability with measurable profit or CLV at risk.
C00068431,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.83,High churn probability with measurable profit or CLV at risk.
C00159687,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.83,High churn probability with measurable profit or CLV at risk.
C00048382,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.83,High churn probability with measurable profit or CLV at risk.
C00039727,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.82,High churn probability with measurable profit or CLV at risk.
C00225577,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.82,High churn probability with measurable profit or CLV at risk.
C00069792,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.8,High churn probability with measurable profit or CLV at risk.
C00130153,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.8,High churn probability with measurable profit or CLV at risk.
C00005797,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.8,High churn probability with measurable profit or CLV at risk.
C00080028,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.79,High churn probability with measurable profit or CLV at risk.
C00087030,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.79,High churn probability with measurable profit or CLV at risk.
C00164261,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.78,High churn probability with measurable profit or CLV at risk.
C00180826,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.78,High churn probability with measurable profit or CLV at risk.
C00026475,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.77,High churn probability with measurable profit or CLV at risk.
C00077575,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.76,High churn probability with measurable profit or CLV at risk.
C00191403,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.76,High churn probability with measurable profit or CLV at risk.
C00224366,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.75,High churn probability with measurable profit or CLV at risk.
C00014259,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.74,High churn probability with measurable profit or CLV at risk.
C00048077,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.74,High churn probability with measurable profit or CLV at risk.
C00075981,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.73,High churn probability with measurable profit or CLV at risk.
C00164245,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.73,High churn probability with measurable profit or CLV at risk.
C00040867,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.72,High churn probability with measurable profit or CLV at risk.
C00056074,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.71,High churn probability with measurable profit or CLV at risk.
C00113777,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.71,High churn probability with measurable profit or CLV at risk.
C00221744,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.71,High churn probability with measurable profit or CLV at risk.
C00100859,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.7,High churn probability with measurable profit or CLV at risk.
C00213635,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.69,High churn probability with measurable profit or CLV at risk.
C00000599,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.69,High churn probability with measurable profit or CLV at risk.
C00060275,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.68,High churn probability with measurable profit or CLV at risk.
C00101812,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.67,High churn probability with measurable profit or CLV at risk.
C00112213,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.67,High churn probability with measurable profit or CLV at risk.
C00198158,Discount-driven Buyers,1.0,Mid,Retention save journey,Apparel,86.67,High churn probability with measurable profit or CLV at risk.
C00074963,One-time Buyers,1.0,Mid,Retention save journey,Beauty,86.66,High churn probability with measurable profit or CLV at risk.
C00037380,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.64,High churn probability with measurable profit or CLV at risk.
C00068257,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.64,High churn probability with measurable profit or CLV at risk.
C00088295,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.62,High churn probability with measurable profit or CLV at risk.
C00018919,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.6,High churn probability with measurable profit or CLV at risk.
C00108503,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.6,High churn probability with measurable profit or CLV at risk.
C00067974,One-time Buyers,1.0,Mid,Retention save journey,Beauty,86.6,High churn probability with measurable profit or CLV at risk.
C00214315,Discount-driven Buyers,1.0,Mid,Retention save journey,Apparel,86.6,High churn probability with measurable profit or CLV at risk.
C00148443,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.6,High churn probability with measurable profit or CLV at risk.
C00242601,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.58,High churn probability with measurable profit or CLV at risk.
C00040944,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.57,High churn probability with measurable profit or CLV at risk.
C00053608,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.56,High churn probability with measurable profit or CLV at risk.
C00011201,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.56,High churn probability with measurable profit or CLV at risk.
C00159718,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.54,High churn probability with measurable profit or CLV at risk.
C00249928,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.53,High churn probability with measurable profit or CLV at risk.
C00023452,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.49,High churn probability with measurable profit or CLV at risk.
C00009628,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.49,High churn probability with measurable profit or CLV at risk.
C00206006,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.48,High churn probability with measurable profit or CLV at risk.
C00213517,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.47,High churn probability with measurable profit or CLV at risk.
C00160726,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.46,High churn probability with measurable profit or CLV at risk.
C00211232,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.46,High churn probability with measurable profit or CLV at risk.
C00065577,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.45,High churn probability with measurable profit or CLV at risk.
C00145895,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.45,High churn probability with measurable profit or CLV at risk.
C00051399,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.45,High churn probability with measurable profit or CLV at risk.
C00076028,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.45,High churn probability with measurable profit or CLV at risk.
C00215801,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.45,High churn probability with measurable profit or CLV at risk.
C00157134,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.44,High churn probability with measurable profit or CLV at risk.
C00048830,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.44,High churn probability with measurable profit or CLV at risk.
C00168635,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.42,High churn probability with measurable profit or CLV at risk.
C00194296,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.41,High churn probability with measurable profit or CLV at risk.
C00018333,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.41,High churn probability with measurable profit or CLV at risk.
C00024612,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.4,High churn probability with measurable profit or CLV at risk.
C00091615,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.39,High churn probability with measurable profit or CLV at risk.
C00004392,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.38,High churn probability with measurable profit or CLV at risk.
C00158816,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.35,High churn probability with measurable profit or CLV at risk.
C00187186,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.35,High churn probability with measurable profit or CLV at risk.
C00115691,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.35,High churn probability with measurable profit or CLV at risk.
C00147592,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.34,High churn probability with measurable profit or CLV at risk.
C00209463,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.34,High churn probability with measurable profit or CLV at risk.
C00239546,Discount-driven Buyers,1.0,Mid,Retention save journey,Beauty,86.34,High churn probability with measurable profit or CLV at risk.
