data_context,product_id,sku,product_name,category,sub_category,base_price,unit_cost,margin_rate,lifecycle_stage,profitability_profile,return_profile,retention_profile,launch_date,orders,units,customers,repeat_customers,gross_revenue,net_revenue,return_adjusted_profit,discount_amount,returns,avg_discount_rate,return_rate,return_adjusted_margin,repeat_customer_rate,discount_dependency,product_performance_flag
Synthetic portfolio data,P000228,OUT-GAR-000228,Garden Outdoor Item 0228,Outdoor,Garden,110.14,60.66,0.4493,Growth,Core Margin,Medium,Neutral,2022-09-09,114,180,98,113,19100.42,17140.17,7149.468,1816.361833348098,14,0.088698245614035,0.1228070175438596,0.4171176831968411,0.9912280701754386,0.0958172016546178,Retention Driver
Synthetic portfolio data,P000164,HOM-BED-000164,Bedding Home Item 0164,Home,Bedding,41.95,18.45,0.5601,Growth,Premium Margin,Low,Churn Correlated,2022-07-04,187,321,150,180,14137.8451972697,12458.9351972697,7148.1026972697,1370.1333697186074,22,0.0887465240641711,0.1176470588235294,0.5737330344920779,0.962566844919786,0.0990763306351148,Stable
Synthetic portfolio data,P000206,OUT-FIT-000206,Fitness Outdoor Item 0206,Outdoor,Fitness,59.62,32.36,0.4573,Mature,Core Margin,Low,Neutral,2021-04-05,208,336,157,202,19029.37,16990.54,7107.796,2005.116544612443,22,0.095083173076923,0.1057692307692307,0.4183384400966655,0.971153846153846,0.105556580258403,Stable
Synthetic portfolio data,P000208,APP-BAS-000208,Basics Apparel Item 0208,Apparel,Basics,90.52,42.38,0.5319,Mature,Premium Margin,Medium,Churn Correlated,2024-05-27,114,177,98,114,16055.81128030178,13138.45128030178,6861.973280301779,1512.1710267640751,20,0.0864710526315789,0.175438596491228,0.5222817464482895,1.0,0.1032154808901714,Retention Driver
Synthetic portfolio data,P000187,ELE-WEA-000187,Wearables Electronics Item 0187,Electronics,Wearables,92.23,47.43,0.4857,Mature,Core Margin,Low,Neutral,2021-12-23,124,210,103,120,18165.64,15476.19,6805.986,1771.723694616113,18,0.088349193548387,0.1451612903225806,0.4397714166083513,0.967741935483871,0.1027210435989804,Stable
Synthetic portfolio data,P000168,ELE-WEA-000168,Wearables Electronics Item 0168,Electronics,Wearables,86.96,40.42,0.5352,Mature,Premium Margin,Low,Neutral,2024-03-29,111,183,87,106,14751.22,13337.65,6524.859,1552.982545061011,9,0.083145045045045,0.081081081081081,0.4892060445430792,0.954954954954955,0.1042925839692492,Stable
Synthetic portfolio data,P000045,HOM-STO-000045,Storage Home Item 0045,Home,Storage,55.02,16.06,0.7081,Growth,Premium Margin,Low,Neutral,2022-01-16,131,197,103,127,10566.09,9197.05,6374.505,933.096976846064,15,0.077824427480916,0.1145038167938931,0.6931032233161721,0.9694656488549618,0.0921109021398005,Stable
Synthetic portfolio data,P000052,APP-DEN-000052,Denim Apparel Item 0052,Apparel,Denim,69.9,31.16,0.5543,Growth,Premium Margin,High,Neutral,2021-09-27,128,191,107,126,14009.89822651931,10955.57822651931,6169.402226519311,1054.3040868850192,33,0.0752453125,0.2578125,0.5631288553611458,0.984375,0.087786379530822,Return Heavy
Synthetic portfolio data,P000029,APP-OUT-000029,Outerwear Apparel Item 0029,Apparel,Outerwear,68.03,49.71,0.2693,Mature,Core Margin,Medium,Churn Correlated,2021-05-02,123,172,106,121,15337.51127979696,13222.60127979696,6024.59327979696,1176.799973419311,20,0.0874845528455284,0.1626016260162601,0.4556284464995583,0.983739837398374,0.0817256184979538,Retention Driver
Synthetic portfolio data,P000233,BAB-TOY-000233,Toys Baby Item 0233,Baby,Toys,83.69,36.05,0.5692,Growth,Premium Margin,Medium,Neutral,2024-05-09,107,170,91,103,13795.09,11043.86,5987.8475,1178.689358166172,21,0.0802766355140187,0.1962616822429906,0.542187921614363,0.9626168224299064,0.0964356390492841,Stable
Synthetic portfolio data,P000145,HOM-STO-000145,Storage Home Item 0145,Home,Storage,60.62,23.42,0.6136,Mature,Premium Margin,Low,Neutral,2024-01-01,115,189,98,114,11186.82,9909.64,5901.307,896.5501406733241,15,0.0829773913043478,0.1304347826086956,0.5955117441198672,0.991304347826087,0.0829663488243471,Retention Driver
Synthetic portfolio data,P000123,HOM-STO-000123,Storage Home Item 0123,Home,Storage,106.54,46.7,0.5617,Mature,Premium Margin,High,Retention Driver,2021-10-12,110,155,90,106,15486.4,11397.74,5786.735,2042.599223595772,28,0.1067254545454545,0.2545454545454545,0.5077089844126993,0.9636363636363636,0.1519752730652659,Return Heavy
Synthetic portfolio data,P000072,HOM-BED-000072,Bedding Home Item 0072,Home,Bedding,71.93,39.61,0.4493,Growth,Core Margin,Medium,Churn Correlated,2025-02-15,159,235,124,157,16795.57392228192,13554.93392228192,5761.66642228192,1564.083368851537,24,0.0850522012578616,0.1509433962264151,0.4250604580824076,0.9874213836477987,0.1034513909689615,Retention Driver
Synthetic portfolio data,P000012,ELE-SMA-000012,Smart Home Electronics Item 0012,Electronics,Smart Home,89.15,56.83,0.3625,Launch,Core Margin,High,Retention Driver,2025-04-03,207,315,146,199,26564.41,19581.33,5689.2365,2349.4333304750808,50,0.0818695652173913,0.2415458937198067,0.290543926280799,0.961352657004831,0.1071295738808278,Low Margin High Volume
Synthetic portfolio data,P000200,OUT-TRA-000200,Travel Outdoor Item 0200,Outdoor,Travel,121.9,68.09,0.4414,Launch,Core Margin,Low,Neutral,2025-05-10,103,146,87,102,17073.98,13962.74,5526.389,1264.6142161976284,16,0.0687495145631068,0.1553398058252427,0.395795452754975,0.9902912621359224,0.0830488473731329,Retention Driver
Synthetic portfolio data,P000049,BEA-HAI-000049,Hair Care Beauty Item 0049,Beauty,Hair Care,120.34,56.66,0.5292,Mature,Premium Margin,Low,Neutral,2023-08-03,70,102,66,66,12328.61,10553.34,5496.435,818.57868768527,9,0.07195,0.1285714285714285,0.5208242129979703,0.9428571428571428,0.0719824604947021,Stable
Synthetic portfolio data,P000061,OUT-GAR-000061,Garden Outdoor Item 0061,Outdoor,Garden,48.03,25.97,0.4594,Launch,Core Margin,Low,Neutral,2021-04-29,221,338,162,212,15722.2,12813.29,5381.9745,1343.8077531462452,36,0.0820334841628959,0.1628959276018099,0.4200306478663949,0.9592760180995475,0.0949211326062645,Stable
Synthetic portfolio data,P000139,ELE-AUD-000139,Audio Electronics Item 0139,Electronics,Audio,91.12,42.68,0.5316,Mature,Premium Margin,Low,Retention Driver,2024-01-24,87,146,70,83,12708.93,10695.24,5298.354,910.7754213937246,13,0.0743862068965517,0.1494252873563218,0.4953936517553604,0.9540229885057472,0.078474427986272,Stable
Synthetic portfolio data,P000159,BEA-MAK-000159,Makeup Beauty Item 0159,Beauty,Makeup,45.81,22.33,0.5126,Growth,Core Margin,Low,Neutral,2022-07-02,180,288,153,172,12866.44,10826.45,5287.4935,1100.116169095012,22,0.0823855555555555,0.1222222222222222,0.4883866364320713,0.9555555555555556,0.0922408137847516,Stable
Synthetic portfolio data,P000142,APP-ACT-000142,Activewear Apparel Item 0142,Apparel,Activewear,126.54,79.48,0.3719,Growth,Core Margin,Medium,Retention Driver,2021-03-22,106,167,98,96,20585.53,15666.44,5028.042,1582.797181019764,21,0.0767264150943396,0.1981132075471698,0.3209434945016226,0.9056603773584906,0.0917604160931474,Stable
Synthetic portfolio data,P000116,APP-BAS-000116,Basics Apparel Item 0116,Apparel,Basics,63.6,21.32,0.6648,Mature,Premium Margin,Medium,Neutral,2024-01-12,95,154,85,92,9478.94,7802.07,5008.084,769.0114578984814,15,0.0791263157894736,0.1578947368421052,0.6418917030993057,0.968421052631579,0.0897216368407999,Stable
Synthetic portfolio data,P000044,HOM-BED-000044,Bedding Home Item 0044,Home,Bedding,161.43,111.35,0.3103,Launch,Core Margin,Medium,Retention Driver,2025-08-01,94,149,79,91,23492.52,18544.63,4982.2,1919.8680037993468,17,0.0778159574468085,0.1808510638297872,0.2686599840492908,0.9680851063829788,0.0938145662523904,Stable
Synthetic portfolio data,P000002,OUT-TRA-000002,Travel Outdoor Item 0002,Outdoor,Travel,114.93,86.65,0.2461,Growth,Thin Margin,Medium,Retention Driver,2025-12-01,174,273,130,171,32357.299377635904,25738.19,4955.1875,3719.2764844626586,27,0.0867333333333333,0.1551724137931034,0.1925227648098021,0.9827586206896552,0.1262592112741396,Low Margin High Volume
Synthetic portfolio data,P000226,OUT-GAR-000226,Garden Outdoor Item 0226,Outdoor,Garden,96.09,49.95,0.4802,Decline,Core Margin,Low,Retention Driver,2024-06-18,75,123,62,74,11899.03423187579,10485.1,4893.1975,842.685518276665,6,0.0742493333333333,0.08,0.4666810521597314,0.9866666666666668,0.0743910199320992,Retention Driver
Synthetic portfolio data,P000227,HOM-BED-000227,Bedding Home Item 0227,Home,Bedding,43.91,21.9,0.5012,Mature,Core Margin,Low,Neutral,2023-02-10,163,280,144,159,11736.64,10270.49,4808.63,1257.6686687112724,22,0.096040490797546,0.1349693251533742,0.4681986935384777,0.9754601226993864,0.1090953642167267,Stable
Synthetic portfolio data,P000107,ELE-WEA-000107,Wearables Electronics Item 0107,Electronics,Wearables,139.57,77.54,0.4445,Growth,Core Margin,Medium,Retention Driver,2024-04-25,75,113,63,72,14591.73,12490.76,4783.284,1540.5010169827065,11,0.0883893333333333,0.1466666666666666,0.3829457935305778,0.96,0.109790632154741,Stable
Synthetic portfolio data,P000238,APP-BAS-000238,Basics Apparel Item 0238,Apparel,Basics,45.85,17.48,0.6187,Growth,Premium Margin,Medium,Neutral,2021-01-15,130,215,116,123,9383.94,7602.69,4468.526,697.493296355016,26,0.0667623076923076,0.2,0.5877559127098435,0.946153846153846,0.0840334811234008,Stable
Synthetic portfolio data,P000077,HOM-STO-000077,Storage Home Item 0077,Home,Storage,104.39,56.95,0.4544,Mature,Core Margin,Low,Neutral,2022-07-20,77,121,66,75,12011.52,10724.15,4462.4974999999995,1285.6874812283909,4,0.0973961038961039,0.0519480519480519,0.4161166619265862,0.974025974025974,0.1070528625585438,Stable
Synthetic portfolio data,P000075,ELE-AUD-000075,Audio Electronics Item 0075,Electronics,Audio,98.82,59.03,0.4027,Growth,Core Margin,High,Retention Driver,2025-08-23,128,212,108,124,20076.03,13458.41,4406.1595,1472.1662332590922,35,0.07547109375,0.2734375,0.3273907913341917,0.96875,0.0986007646496402,Low Margin High Volume
Synthetic portfolio data,P000212,OUT-CAM-000212,Camping Outdoor Item 0212,Outdoor,Camping,91.35,44.55,0.5123,Growth,Core Margin,Medium,Retention Driver,2022-06-06,72,103,63,71,9197.19,8837.34,4400.16,716.8847098327602,3,0.0766319444444444,0.0416666666666666,0.4979054783452939,0.9861111111111112,0.0750332686957818,Retention Driver
Synthetic portfolio data,P000232,BEA-FRA-000232,Fragrance Beauty Item 0232,Beauty,Fragrance,50.86,30.26,0.405,Decline,Core Margin,Low,Retention Driver,2023-01-24,148,230,125,139,11711.511500164142,10922.151500164142,4373.887500164143,1145.2345403254997,12,0.0885101351351351,0.081081081081081,0.4004602481570055,0.9391891891891893,0.0949032819935402,Stable
Synthetic portfolio data,P000128,OUT-FIT-000128,Fitness Outdoor Item 0128,Outdoor,Fitness,74.68,34.55,0.5373,Decline,Premium Margin,Medium,Neutral,2024-02-18,96,153,78,94,10827.13,8726.31,4321.185,1011.9562780946987,16,0.0816302083333333,0.1666666666666666,0.4951904069417658,0.9791666666666666,0.1039154454392973,Stable
Synthetic portfolio data,P000179,ELE-WEA-000179,Wearables Electronics Item 0179,Electronics,Wearables,180.09,96.94,0.4617,Mature,Core Margin,Medium,Retention Driver,2025-06-17,38,62,35,36,11092.5,9499.45,4313.16,689.0075085801278,4,0.0594315789473684,0.1052631578947368,0.4540431288127207,0.9473684210526316,0.0676262827812635,Stable
Synthetic portfolio data,P000098,BAB-DIA-000098,Diapers Baby Item 0098,Baby,Diapers,56.74,29.92,0.4726,Mature,Core Margin,Low,Neutral,2025-08-24,113,177,85,109,9736.74,9477.1,4308.42,901.458794714636,5,0.0820681415929203,0.0442477876106194,0.4546137531523356,0.9646017699115044,0.0868578010247155,Stable
Synthetic portfolio data,P000048,ELE-AUD-000048,Audio Electronics Item 0048,Electronics,Audio,134.53,107.87,0.1982,Launch,Thin Margin,Medium,Retention Driver,2021-06-29,110,174,84,107,23747.331558931044,21285.761558931044,4258.482058931043,1972.4273352941536,13,0.0795172727272727,0.1181818181818181,0.2000624712036331,0.9727272727272728,0.0848057148501313,Stable
Synthetic portfolio data,P000037,HOM-KIT-000037,Kitchen Home Item 0037,Home,Kitchen,74.08,47.29,0.3616,Mature,Core Margin,Low,Neutral,2022-08-16,122,181,101,115,13422.73,11883.21,4167.8465,1174.7868501004657,12,0.0805188524590164,0.0983606557377049,0.3507340609145171,0.9426229508196722,0.0899668504738096,Stable
Synthetic portfolio data,P000149,GRO-BEV-000149,Beverage Grocery Item 0149,Grocery,Beverage,28.67,10.3,0.6408,Growth,Premium Margin,Medium,Neutral,2024-05-17,212,329,163,209,8969.66,6835.97,4138.915,933.5549967954252,42,0.0896853773584905,0.1981132075471698,0.6054612586070448,0.9858490566037736,0.1201559937294074,Retention Driver
Synthetic portfolio data,P000073,APP-BAS-000073,Basics Apparel Item 0073,Apparel,Basics,124.26,78.69,0.3667,Mature,Core Margin,Medium,Churn Correlated,2025-10-31,73,111,65,69,13324.64,12202.92,4137.195,1305.7869982663688,8,0.0940684931506849,0.1095890410958904,0.3390331986114798,0.9452054794520548,0.0966626190377766,Stable
Synthetic portfolio data,P000068,ELE-SMA-000068,Smart Home Electronics Item 0068,Electronics,Smart Home,126.42,90.5,0.2841,Mature,Core Margin,Low,Retention Driver,2023-12-30,117,176,92,115,20926.07,18293.48,4057.83,1801.8075529514545,10,0.0806760683760683,0.0854700854700854,0.2218183746340226,0.9829059829059827,0.0896631883571538,Retention Driver
Synthetic portfolio data,P000193,BEA-MAK-000193,Makeup Beauty Item 0193,Beauty,Makeup,26.08,13.06,0.4994,Mature,Core Margin,Medium,Retention Driver,2024-05-25,269,423,219,264,10555.79,8382.14,3823.547,1083.9786991997964,47,0.0922416356877323,0.174721189591078,0.4561540370358882,0.9814126394052044,0.1145114205351586,Stable
Synthetic portfolio data,P000178,APP-ACT-000178,Activewear Apparel Item 0178,Apparel,Activewear,48.81,29.07,0.4045,Mature,Core Margin,Low,Churn Correlated,2024-06-20,161,257,130,157,12136.02,10377.25,3820.5115,1123.098857231175,24,0.0882596273291925,0.1490683229813664,0.3681622298778578,0.9751552795031057,0.0976578077042414,Low Margin High Volume
Synthetic portfolio data,P000117,HOM-KIT-000117,Kitchen Home Item 0117,Home,Kitchen,51.3,33.51,0.3469,Mature,Core Margin,Low,Neutral,2025-02-09,185,292,148,179,14558.35,12318.61,3786.964,1314.25649540883,19,0.0834156756756756,0.1027027027027027,0.3074181259086861,0.9675675675675676,0.0964035330245062,Low Margin High Volume
Synthetic portfolio data,P000033,HOM-DEC-000033,Decor Home Item 0033,Home,Decor,58.61,28.56,0.5126,Mature,Core Margin,Medium,Retention Driver,2023-07-18,116,165,97,114,9432.29,7759.11,3726.438,817.42856766573,15,0.081178448275862,0.1293103448275862,0.4802661645472226,0.9827586206896552,0.095309845716488,Retention Driver
Synthetic portfolio data,P000214,PET-TOY-000214,Toys Pet Item 0214,Pet,Toys,34.34,19.0,0.4466,Growth,Core Margin,Low,Neutral,2021-07-23,185,314,134,182,10406.260808648622,9138.54,3673.19,1095.0557825283336,17,0.0941502702702702,0.0918918918918919,0.4019449496309038,0.9837837837837838,0.1070059640618115,Retention Driver
Synthetic portfolio data,P000003,BEA-MAK-000003,Makeup Beauty Item 0003,Beauty,Makeup,48.48,30.04,0.3803,Growth,Core Margin,Low,Retention Driver,2025-06-29,151,252,133,146,11932.58,10422.76,3669.768,1120.096595725851,19,0.0936986754966887,0.1258278145695364,0.3520917683991572,0.9668874172185432,0.0970380760114967,Low Margin High Volume
Synthetic portfolio data,P000115,APP-DEN-000115,Denim Apparel Item 0115,Apparel,Denim,53.18,28.39,0.4662,Launch,Core Margin,Low,Neutral,2025-04-05,92,155,86,89,8446.86468766873,7753.104687668731,3666.364187668731,758.7803540991962,11,0.0889108695652173,0.1195652173913043,0.4728898080661883,0.967391304347826,0.0891436327412613,Stable
Synthetic portfolio data,P000016,HOM-KIT-000016,Kitchen Home Item 0016,Home,Kitchen,79.04,41.45,0.4756,Mature,Core Margin,High,Neutral,2022-03-29,100,161,87,95,12279.57,8623.46,3641.17,1191.1031777582955,27,0.082468,0.27,0.4222400289442985,0.95,0.121360793769973,Return Heavy
Synthetic portfolio data,P000009,APP-ACT-000009,Activewear Apparel Item 0009,Apparel,Activewear,151.08,105.91,0.299,Growth,Core Margin,Medium,Neutral,2021-06-18,72,107,66,70,15744.29,13386.02,3494.026,1383.6013309969153,11,0.0818180555555555,0.1527777777777778,0.261020527386034,0.9722222222222222,0.0936788628489181,Stable
Synthetic portfolio data,P000136,ELE-AUD-000136,Audio Electronics Item 0136,Electronics,Audio,138.55,95.44,0.3111,Launch,Core Margin,Medium,Churn Correlated,2022-12-03,66,109,59,63,14560.19,12826.32,3477.972,1287.0436684623537,10,0.0753939393939393,0.1515151515151515,0.2711589918230638,0.9545454545454546,0.0911932618400796,Stable
Synthetic portfolio data,P000170,BEA-SKI-000170,Skin Care Beauty Item 0170,Beauty,Skin Care,37.19,14.57,0.6082,Mature,Premium Margin,Low,Churn Correlated,2023-04-30,93,143,82,92,5793.066208573036,5427.4862085730365,3467.821208573036,607.1906337451171,7,0.0829537634408602,0.075268817204301,0.6389368992030614,0.989247311827957,0.1006169260774983,Retention Driver
Synthetic portfolio data,P000224,APP-ACT-000224,Activewear Apparel Item 0224,Apparel,Activewear,75.59,33.17,0.5612,Mature,Premium Margin,Medium,Retention Driver,2022-05-18,70,97,66,68,7142.21,6400.28,3464.735,677.6489320698586,7,0.0774671428571428,0.1,0.5413411600742468,0.9714285714285714,0.0957411325507174,Stable
Synthetic portfolio data,P000103,HOM-STO-000103,Storage Home Item 0103,Home,Storage,84.62,44.26,0.4769,Mature,Core Margin,Medium,Neutral,2023-03-04,83,125,74,82,9963.96,8030.14,3400.544,1131.47509754544,17,0.1025192771084337,0.2048192771084337,0.4234725671034378,0.9879518072289156,0.1235017063583671,Retention Driver
Synthetic portfolio data,P000137,APP-OUT-000137,Outerwear Apparel Item 0137,Apparel,Outerwear,61.66,41.01,0.3349,Growth,Core Margin,Low,Neutral,2023-08-14,141,228,125,138,13548.13,11688.75,3384.225,1133.7069188863998,12,0.0821787234042553,0.0851063829787234,0.2895283926852743,0.9787234042553192,0.0884157323403867,Low Margin High Volume
Synthetic portfolio data,P000171,HOM-DEC-000171,Decor Home Item 0171,Home,Decor,116.0,89.41,0.2293,Mature,Thin Margin,Medium,Neutral,2022-09-28,120,188,98,120,21388.48,17759.79,3382.662,1724.5075461519098,20,0.0851074999999999,0.1666666666666666,0.190467454851662,1.0,0.0885075554849805,Retention Driver
Synthetic portfolio data,P000004,ELE-SMA-000004,Smart Home Electronics Item 0004,Electronics,Smart Home,141.14,104.57,0.2591,Mature,Core Margin,Medium,Retention Driver,2025-12-14,83,144,70,79,19582.13,16011.7,3264.617,1768.1657201379446,13,0.0809759036144578,0.1566265060240964,0.2038894683262864,0.9518072289156626,0.0994476419546449,Stable
Synthetic portfolio data,P000079,BAB-TOY-000079,Toys Baby Item 0079,Baby,Toys,43.08,25.63,0.4051,Mature,Core Margin,Low,Neutral,2025-02-08,135,220,103,130,9261.779736308965,8472.809736308964,3248.1342363089643,857.3546644255075,13,0.0881044444444444,0.0962962962962963,0.3833597516523437,0.9629629629629628,0.0918906278176638,Low Margin High Volume
Synthetic portfolio data,P000059,ELE-ACC-000059,Accessories Electronics Item 0059,Electronics,Accessories,92.3,41.24,0.5532,Launch,Premium Margin,Low,Neutral,2021-04-26,58,82,52,57,6897.92,6384.5,3213.144,838.6992100729998,6,0.0979827586206896,0.1034482758620689,0.5032726133604825,0.9827586206896552,0.1161118758712074,Retention Driver
Synthetic portfolio data,P000083,APP-DEN-000083,Denim Apparel Item 0083,Apparel,Denim,87.76,53.95,0.3853,Mature,Core Margin,Medium,Neutral,2023-02-08,89,130,75,89,10911.76,9286.14,3189.79,848.7870795722099,10,0.0694494382022472,0.1123595505617977,0.3435000979955073,1.0,0.0837487110571334,Retention Driver
Synthetic portfolio data,P000047,ELE-AUD-000047,Audio Electronics Item 0047,Electronics,Audio,159.22,72.0,0.5478,Launch,Premium Margin,Low,Neutral,2022-03-29,38,53,36,37,7888.27,6297.78,3154.98,719.1283763438944,5,0.0845921052631579,0.131578947368421,0.5009670074216629,0.9736842105263158,0.1024850743054152,Stable
